12.5742	27.0106	13.3233
17.6694	27.9147	20.8491
0.41791	3.10434	10.7286
3.71053	27.8859	4.33502
31.1408	4.43569	12.2478
6.67863	31.3098	13.7341
21.4227	35.3084	3.40431
21.2352	3.10771	29.728
14.3499	34.0002	25.2077
12.9203	11.9252	32.8425
1.27275	20.8536	34.9874
25.0711	30.9213	16.7136
4.82165	21.7234	7.58898
19.5288	17.9886	25.4803
3.95885	9.00793	28.1021
8.71336	31.1265	2.40517
19.1274	12.9993	30.7318
30.7687	7.1637	6.50501
11.7573	6.77483	21.2149
4.94981	1.06184	2.41594
31.7157	30.6024	27.563
29.2584	31.027	22.967
15.7206	3.8761	1.01194
16.5439	34.2432	3.93002
17.1771	8.61612	29.5998
32.2655	20.2101	33.6606
17.2729	22.8422	10.2572
30.7606	18.4113	17.0456
19.1742	5.72183	14.616
0.944675	20.2577	22.9556
22.0705	13.865	30.6961
28.6385	23.7898	21.6365
21.2413	10.0201	6.13766
14.4813	13.1632	25.5165
18.7426	7.10105	24.7769
17.9399	16.4055	17.0428
17.5533	3.8676	18.5965
11.4562	18.5714	10.7896
0.264088	18.112	4.6483
27.4606	20.7712	6.46277
24.8669	16.1381	14.309
14.5334	13.8163	11.0537
18.7477	26.4023	2.47227
8.30842	10.2547	10.145
11.0671	18.4796	31.2483
25.3881	18.6066	24.3302
21.779	10.1649	21.2248
21.1434	2.31674	23.6223
8.24664	4.1702	19.8827
13.15	2.92827	17.409
18.5694	25.2856	32.4118
33.5542	32.9869	17.8507
29.8295	11.8857	5.00207
7.56132	30.915	5.25029
16.7749	25.1263	13.7692
7.84097	22.1469	6.64726
14.3045	6.56197	2.03348
17.8366	26.9638	6.55718
26.6152	7.31489	23.5122
4.46919	16.5703	33.5678
3.13017	28.8617	32.9519
8.20222	6.32154	12.6501
14.3694	30.082	4.4554
0.892063	13.7414	31.5977
29.9795	20.6052	8.08294
13.2743	17.6636	19.5049
29.6626	22.7397	1.38281
25.9746	11.9824	8.52608
22.806	8.10653	8.18467
32.6336	19.65	25.108
33.8458	26.9055	25.653
33.5357	5.3248	1.86254
13.1252	28.6541	8.88331
18.3462	31.7291	31.0423
20.6872	5.91243	29.2612
32.1117	0.597238	20.7435
31.893	8.78519	16.0701
23.234	1.71051	27.7599
19.1828	14.7648	5.31779
29.3781	24.691	31.9255
